q	ID1	ID2	beta	LocalOverlap	RegionalOverlap	Homogeneity	TurnoverComp
0	4.1NR_wet	2.15NR_dry	1.83333333333333	0.166666666666667	0.0909090909090911	0.0909090909090911	0.166666666666667
0	6.16NR_wet	3.16NR_dry	1.5	0.5	0.333333333333333	0.333333333333333	0.5
0	4.18NR_wet	3.16NR_dry	1.14285714285714	0.857142857142857	0.75	0.75	0.857142857142857
0	6.16NR_wet	2.7NR_dry	1.33333333333333	0.666666666666667	0.5	0.5	0.666666666666667
0	3.7NR_wet	3.16NR_dry	1.71428571428571	0.285714285714286	0.166666666666667	0.166666666666667	0.285714285714286
0	7.1NR_wet	2.16NR_dry	1.85185185185185	0.148148148148148	0.0800000000000001	0.0800000000000001	0.148148148148148
0	7.1NR_wet	2.16NR_dry	1.85185185185185	0.148148148148148	0.0800000000000001	0.0800000000000001	0.148148148148148
0	6.16NR_wet	7.23NR_dry	1	1	1	1	1
0	6.16NR_wet	7.23NR_dry	1	1	1	1	1
0	7.1NR_wet	2.14NR_dry	1.875	0.125	0.0666666666666667	0.0666666666666667	0.125
0	4.18NR_wet	7.9NR_dry	1.71428571428571	0.285714285714286	0.166666666666667	0.166666666666667	0.285714285714286
0	4.12NR_wet	2.16NR_dry	1	1	1	1	1
0	3.7NR_wet	2.15NR_dry	1.66666666666667	0.333333333333333	0.2	0.2	0.333333333333333
0	4.1NR_wet	2.7NR_dry	1.87096774193548	0.129032258064516	0.0689655172413794	0.0689655172413794	0.129032258064516
0	3.7NR_wet	3.10NR_dry	1.83333333333333	0.166666666666667	0.0909090909090911	0.0909090909090911	0.166666666666667
0	2.11NR_wet	7.9NR_dry	1.75	0.25	0.142857142857143	0.142857142857143	0.25
0	4.1NR_wet	3.10NR_dry	1.93333333333333	0.0666666666666669	0.0344827586206897	0.0344827586206897	0.0666666666666667
0	7.1NR_wet	2.14NR_dry	1.875	0.125	0.0666666666666667	0.0666666666666667	0.125
0	2.11NR_wet	7.9NR_dry	1.75	0.25	0.142857142857143	0.142857142857143	0.25
0	4.12NR_wet	2.14NR_dry	1.63636363636364	0.363636363636364	0.222222222222222	0.222222222222222	0.363636363636364
0	7.1NR_wet	7.23NR_dry	1.92	0.0800000000000001	0.0416666666666667	0.0416666666666667	0.0800000000000001
0	6.16NR_wet	3.10NR_dry	1	1	1	1	1
0	2.11NR_wet	2.15NR_dry	1.5	0.5	0.333333333333333	0.333333333333333	0.5
0	6.16NR_wet	3.16NR_dry	1.5	0.5	0.333333333333333	0.333333333333333	0.5
0	4.12NR_wet	2.7NR_dry	1.2	0.8	0.666666666666667	0.666666666666667	0.8
0	4.1NR_wet	4.16NR_dry	1.87096774193548	0.129032258064516	0.0689655172413794	0.0689655172413794	0.129032258064516
0	4.1NR_wet	2.16NR_dry	1.875	0.125	0.0666666666666667	0.0666666666666667	0.125
0	7.1NR_wet	2.16NR_dry	1.85185185185185	0.148148148148148	0.0800000000000001	0.0800000000000001	0.148148148148148
0	2.11NR_wet	2.16NR_dry	1.5	0.5	0.333333333333333	0.333333333333333	0.5
0	7.1NR_wet	2.16NR_dry	1.85185185185185	0.148148148148148	0.0800000000000001	0.0800000000000001	0.148148148148148
0	2.11NR_wet	7.9NR_dry	1.75	0.25	0.142857142857143	0.142857142857143	0.25
0	4.18NR_wet	7.23NR_dry	1.6	0.4	0.25	0.25	0.4
0	6.16NR_wet	3.10NR_dry	1	1	1	1	1
0	2.11NR_wet	2.14NR_dry	1.69230769230769	0.307692307692308	0.181818181818182	0.181818181818182	0.307692307692308
0	3.7NR_wet	2.16NR_dry	1.57142857142857	0.428571428571429	0.272727272727273	0.272727272727273	0.428571428571429
0	7.1NR_wet	7.23NR_dry	1.92	0.0800000000000001	0.0416666666666667	0.0416666666666667	0.0800000000000001
0	7.1NR_wet	2.14NR_dry	1.875	0.125	0.0666666666666667	0.0666666666666667	0.125
0	3.7NR_wet	2.16NR_dry	1.57142857142857	0.428571428571429	0.272727272727273	0.272727272727273	0.428571428571429
0	2.11NR_wet	4.16NR_dry	1.42857142857143	0.571428571428571	0.4	0.4	0.571428571428571
0	3.7NR_wet	7.9NR_dry	1.85714285714286	0.142857142857143	0.0769230769230769	0.0769230769230769	0.142857142857143
0	4.1NR_wet	3.16NR_dry	1.875	0.125	0.0666666666666667	0.0666666666666667	0.125
0	4.12NR_wet	7.23NR_dry	1.5	0.5	0.333333333333333	0.333333333333333	0.5
0	2.11NR_wet	2.15NR_dry	1.5	0.5	0.333333333333333	0.333333333333333	0.5
0	4.12NR_wet	2.16NR_dry	1	1	1	1	1
0	4.1NR_wet	4.16NR_dry	1.87096774193548	0.129032258064516	0.0689655172413794	0.0689655172413794	0.129032258064516
0	4.12NR_wet	4.16NR_dry	1.2	0.8	0.666666666666667	0.666666666666667	0.8
0	7.1NR_wet	3.10NR_dry	1.92	0.0800000000000001	0.0416666666666667	0.0416666666666667	0.0800000000000001
0	4.1NR_wet	7.9NR_dry	1.9375	0.0625	0.032258064516129	0.032258064516129	0.0625
0	2.11NR_wet	7.23NR_dry	1.66666666666667	0.333333333333333	0.2	0.2	0.333333333333333
0	4.1NR_wet	4.16NR_dry	1.87096774193548	0.129032258064516	0.0689655172413794	0.0689655172413794	0.129032258064516
